Source,Target,Type,Id,Label,timeset,Weight
"中央汇金资产管理有限责任公司",招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金,Undirected,150,,,13
"香港中央结算有限公司",UBS AG,Undirected,152,,,12
"国新投资有限公司",中央汇金资产管理有限责任公司,Undirected,153,,,10
"中央汇金资产管理有限责任公司",中国工商银行-上证50交易型开放式指数证券投资基金,Undirected,154,,,10
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",广发基金-农业银行-广发中证金融资产管理计划,Undirected,155,,,12
"中央汇金资产管理有限责任公司",挪威中央银行-自有资金,Undirected,156,,,14
"香港中央结算有限公司",中国对外经济贸易信托有限公司-淡水泉精选1期,Undirected,158,,,9
"香港中央结算有限公司",博时基金-农业银行-博时中证金融资产管理计划,Undirected,159,,,9
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",全国社保基金四零七组合,Undirected,160,,,11
"全国社保基金一零八组合",中央汇金资产管理有限责任公司,Undirected,161,,,11
"香港中央结算有限公司",易方达基金-农业银行-易方达中证金融资产管理计划,Undirected,162,,,9
"香港中央结算有限公司",加拿大年金计划投资委员会-自有资金,Undirected,163,,,9
"中国证券金融股份有限公司",中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,Undirected,164,,,11
"中央汇金资产管理有限责任公司",中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,Undirected,165,,,11
"香港中央结算有限公司",广发基金-农业银行-广发中证金融资产管理计划,Undirected,166,,,9
"中央汇金资产管理有限责任公司",全国社保基金一零六组合,Undirected,167,,,9
"中国证券金融股份有限公司",领航投资澳洲有限公司-领航新兴市场股指基金(交易所),Undirected,168,,,9
"中央汇金资产管理有限责任公司",全国社保基金一一五组合,Undirected,169,,,9
"中央汇金资产管理有限责任公司",全国社保基金一零四组合,Undirected,170,,,13
"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金",中国工商银行股份有限公司-上证上海改革发展主题交易型开放式指数发起式证券投资基金,Undirected,171,,,12
"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",中央汇金资产管理有限责任公司,Undirected,172,,,14
"中央汇金资产管理有限责任公司",中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,Undirected,173,,,9
"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",中央汇金资产管理有限责任公司,Undirected,174,,,17
"香港中央结算有限公司",阿布达比投资局,Undirected,175,,,9
"中国证券金融股份有限公司",中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金,Undirected,176,,,13
"中国银行股份有限公司-景顺长城优选混合型证券投资基金",中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),Undirected,177,,,8
"香港中央结算有限公司",全国社保基金一零二组合,Undirected,178,,,11
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,Undirected,179,,,10
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",中欧基金-农业银行-中欧中证金融资产管理计划,Undirected,180,,,11
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",大成基金-农业银行-大成中证金融资产管理计划,Undirected,181,,,10
"香港中央结算有限公司",全国社保基金一零八组合,Undirected,182,,,14
"中国证券金融股份有限公司",梧桐树投资平台有限责任公司,Undirected,185,,,8
"香港中央结算有限公司",全国社保基金四一八组合,Undirected,186,,,11
"香港中央结算有限公司",安本亚洲资产管理有限公司-安本环球-中国A股基金,Undirected,187,,,8
"中国证券金融股份有限公司",北京诚通金控投资有限公司,Undirected,188,,,11
"中国证券金融股份有限公司",中国工商银行-上证50交易型开放式指数证券投资基金,Undirected,189,,,8
"香港中央结算有限公司",中国工商银行-上证50交易型开放式指数证券投资基金,Undirected,190,,,8
"香港中央结算有限公司",华夏基金-农业银行-华夏中证金融资产管理计划,Undirected,191,,,8
"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金,Undirected,192,,,8
"中央汇金资产管理有限责任公司",澳门金融管理局-自有资金,Undirected,194,,,8
"香港中央结算有限公司",全国社保基金四零六组合,Undirected,195,,,11
"全国社会保障基金理事会转持二户",中央汇金资产管理有限责任公司,Undirected,196,,,8
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",华夏基金-农业银行-华夏中证金融资产管理计划,Undirected,197,,,11
"中央汇金资产管理有限责任公司",北京凤山投资有限责任公司,Undirected,198,,,8
"中央汇金资产管理有限责任公司",全国社保基金一一二组合,Undirected,199,,,11
"中央汇金资产管理有限责任公司",新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪,Undirected,201,,,8
"香港中央结算有限公司",中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,Undirected,202,,,8
"全国社保基金一一三组合",香港中央结算有限公司,Undirected,203,,,10
"国新投资有限公司",香港中央结算有限公司,Undirected,204,,,7
"北京诚通金控投资有限公司",香港中央结算有限公司,Undirected,205,,,7
"香港中央结算有限公司",中国银行-华夏回报证券投资基金,Undirected,206,,,7
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",易方达基金-农业银行-易方达中证金融资产管理计划,Undirected,207,,,9
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",博时基金-农业银行-博时中证金融资产管理计划,Undirected,208,,,7
"中国证券金融股份有限公司",全国社保基金一一三组合,Undirected,209,,,9
"中央汇金资产管理有限责任公司",全国社保基金一一三组合,Undirected,210,,,12
"全国社保基金一零三组合",中国工商银行股份有限公司-博时精选混合型证券投资基金,Undirected,211,,,7
"中央汇金资产管理有限责任公司",全国社保基金一零五组合,Undirected,212,,,7
"全国社保基金六零四组合",中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,Undirected,213,,,7
"中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金",中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,Undirected,214,,,7
"香港中央结算有限公司",中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,Undirected,215,,,10
"香港中央结算有限公司",全国社保基金一零一组合,Undirected,216,,,10
"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金",中国农业银行股份有限公司-汇添富社会责任混合型证券投资基金,Undirected,217,,,10
"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金",中央汇金资产管理有限责任公司,Undirected,218,,,7
"中央汇金资产管理有限责任公司",华泰证券股份有限公司,Undirected,219,,,7
"中国证券金融股份有限公司",国新投资有限公司,Undirected,220,,,11
"香港中央结算有限公司",中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,Undirected,221,,,11
"香港中央结算有限公司",全国社保基金一零七组合,Undirected,222,,,9
"中央汇金资产管理有限责任公司",全国社保基金四一三组合,Undirected,223,,,7
"香港中央结算有限公司",中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,Undirected,225,,,13
"香港中央结算有限公司",全国社保基金一零六组合,Undirected,227,,,11
"中国证券金融股份有限公司",澳门金融管理局-自有资金,Undirected,228,,,7
"香港中央结算有限公司",全国社保基金一一五组合,Undirected,229,,,12
"中央汇金投资有限责任公司",中国证券金融股份有限公司,Undirected,230,,,7
"中央汇金投资有限责任公司",中央汇金资产管理有限责任公司,Undirected,231,,,7
"北京诚通金控投资有限公司",国新投资有限公司,Undirected,232,,,13
"招商银行股份有限公司-光大保德信优势配置混合型证券投资基金",中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金,Undirected,233,,,7
"中央汇金资产管理有限责任公司",阿布达比投资局,Undirected,234,,,7
"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金",中欧基金-中国银行-平安人寿-中欧基金-平安人寿委托投资1号资产管理计划,Undirected,235,,,7
"中国建设银行股份有限公司-中欧价值发现股票型证券投资基金",中欧基金-中国银行-平安人寿-中欧基金-平安人寿委托投资1号资产管理计划,Undirected,236,,,7
"中国银行-嘉实成长收益型证券投资基金",中国农业银行股份有限公司-嘉实领先成长混合型证券投资基金,Undirected,237,,,7
"深圳市达晨创泰股权投资企业(有限合伙)",深圳市达晨创瑞股权投资企业(有限合伙),Undirected,238,,,7
"深圳市达晨创恒股权投资企业(有限合伙)",深圳市达晨创瑞股权投资企业(有限合伙),Undirected,239,,,7
"中国证券金融股份有限公司",挪威中央银行-自有资金,Undirected,240,,,7
"全国社保基金一零三组合",全国社保基金一零四组合,Undirected,241,,,7
"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",香港中央结算有限公司,Undirected,242,,,7
"中央汇金资产管理有限责任公司",全国社保基金六零四组合,Undirected,243,,,9
"香港中央结算有限公司",招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金,Undirected,244,,,7
"中央汇金资产管理有限责任公司",中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),Undirected,245,,,7
"中国航空工业集团有限公司",中央汇金资产管理有限责任公司,Undirected,246,,,6
"中国对外经济贸易信托有限公司-淡水泉精选1期",平安信托有限责任公司-投资精英之淡水泉,Undirected,249,,,6
"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金",香港中央结算有限公司,Undirected,250,,,10
"全国社保基金一零二组合",中央汇金资产管理有限责任公司,Undirected,251,,,10
"中央汇金资产管理有限责任公司",GIC PRIVATE LIMITED,Undirected,252,,,10
"香港中央结算有限公司",银华基金-农业银行-银华中证金融资产管理计划,Undirected,253,,,6
"中国证券金融股份有限公司",中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,Undirected,254,,,6
"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金",中央汇金资产管理有限责任公司,Undirected,255,,,6
"香港中央结算有限公司",招商银行股份有限公司-光大保德信优势配置混合型证券投资基金,Undirected,256,,,9
"香港中央结算有限公司",中国工商银行股份有限公司-华泰柏瑞沪深300交易型开放式指数证券投资基金,Undirected,257,,,6
"香港中央结算有限公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,Undirected,258,,,6
"中国证券金融股份有限公司",全国社保基金一零一组合,Undirected,260,,,6
"中央汇金资产管理有限责任公司",全国社保基金一零一组合,Undirected,261,,,8
"香港中央结算有限公司",富达基金(香港)有限公司-客户资金,Undirected,262,,,6
"香港中央结算有限公司",中国银行股份有限公司-易方达中小盘混合型证券投资基金,Undirected,263,,,6
"香港中央结算有限公司",中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,Undirected,264,,,6
"中央汇金资产管理有限责任公司",梧桐树投资平台有限责任公司,Undirected,265,,,8
"中国证券金融股份有限公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,Undirected,266,,,6
"中央汇金资产管理有限责任公司",全国社保基金一零七组合,Undirected,267,,,8
"中央汇金资产管理有限责任公司",信泰人寿保险股份有限公司-万能保险产品,Undirected,268,,,6
"中央汇金资产管理有限责任公司",全国社保基金一一零组合,Undirected,269,,,8
"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,270,,,10
"中国证券金融股份有限公司",全国社保基金四一八组合,Undirected,272,,,6
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",南方基金-农业银行-南方中证金融资产管理计划,Undirected,273,,,6
"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,274,,,6
"香港中央结算有限公司",工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,Undirected,275,,,6
"中国证券金融股份有限公司",全国社保基金一一五组合,Undirected,276,,,6
"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",银华基金-农业银行-银华中证金融资产管理计划,Undirected,277,,,9
"中央汇金资产管理有限责任公司",中国建银投资有限责任公司,Undirected,278,,,10
"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金",招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金,Undirected,280,,,6
"香港中央结算有限公司",中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金,Undirected,281,,,6
"中央汇金资产管理有限责任公司",加拿大年金计划投资委员会-自有资金,Undirected,282,,,6
"中央汇金资产管理有限责任公司",中欧基金-中国银行-平安人寿-中欧基金-平安人寿委托投资1号资产管理计划,Undirected,283,,,6
"中央汇金资产管理有限责任公司",泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,Undirected,284,,,8
"全国社保基金四零四组合",招商银行股份有限公司-鹏华新兴产业混合型证券投资基金,Undirected,285,,,6
"深圳市达晨创泰股权投资企业(有限合伙)",深圳市达晨创恒股权投资企业(有限合伙),Undirected,286,,,6
"香港中央结算有限公司",中国建设银行股份有限公司-华安创业板50交易型开放式指数证券投资基金,Undirected,287,,,9
"交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金",中国工商银行-浦银安盛价值成长混合型证券投资基金,Undirected,288,,,6
"香港中央结算有限公司",全国社保基金一一二组合,Undirected,289,,,6
"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",香港中央结算有限公司,Undirected,290,,,6
"中国证券金融股份有限公司",天安人寿保险股份有限公司-传统产品,Undirected,291,,,5
"中国证券金融股份有限公司",全国社保基金一零二组合,Undirected,293,,,5
"中国证券金融股份有限公司",GIC PRIVATE LIMITED,Undirected,294,,,7
"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",中央汇金资产管理有限责任公司,Undirected,295,,,9
"香港中央结算有限公司",全国社保基金四一四组合,Undirected,296,,,8
"中国证券金融股份有限公司",招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF),Undirected,297,,,5
"中国证券金融股份有限公司",信泰人寿保险股份有限公司-万能保险产品,Undirected,298,,,5
"香港中央结算有限公司",中国农业银行股份有限公司-易方达消费行业股票型证券投资基金,Undirected,299,,,9
"中国证券金融股份有限公司",中国工商银行股份有限公司-博时精选混合型证券投资基金,Undirected,300,,,5
"中国证券金融股份有限公司",全国社保基金一零八组合,Undirected,301,,,7
"中央汇金资产管理有限责任公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,Undirected,302,,,5
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,Undirected,303,,,7
"中国华融资产管理股份有限公司",香港中央结算有限公司,Undirected,304,,,5
"全国社保基金一零二组合",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,305,,,5
"紫光集团有限公司",北京紫光通信科技集团有限公司,Undirected,306,,,7
"中国平安人寿保险股份有限公司-万能-个险万能",中国平安人寿保险股份有限公司-投连-个险投连,Undirected,308,,,7
"香港中央结算有限公司",华泰证券股份有限公司,Undirected,309,,,5
"中国银行股份有限公司-易方达中小盘混合型证券投资基金",中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,Undirected,310,,,5
"云南合和(集团)股份有限公司",中央汇金资产管理有限责任公司,Undirected,311,,,7
"招商局公路网络科技控股股份有限公司",香港中央结算有限公司,Undirected,312,,,5
"中央汇金资产管理有限责任公司",中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,Undirected,313,,,8
"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",中央汇金资产管理有限责任公司,Undirected,314,,,7
"上海旭诺资产管理有限公司-旭诺成长对冲3号证券投资基金",上海旭诺资产管理有限公司,Undirected,315,,,5
"中国远洋运输有限公司",中央汇金资产管理有限责任公司,Undirected,316,,,5
"中国证券金融股份有限公司",新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪,Undirected,317,,,5
"中国证券金融股份有限公司",全国社保基金一零四组合,Undirected,318,,,5
"泰康人寿保险有限责任公司-投连-创新动力",中央汇金资产管理有限责任公司,Undirected,319,,,5
"中央汇金资产管理有限责任公司",中国工商银行股份有限公司-上证上海改革发展主题交易型开放式指数发起式证券投资基金,Undirected,320,,,5
"中国证券金融股份有限公司",中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,Undirected,321,,,9
"全国社保基金四一八组合",中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,Undirected,323,,,5
"香港中央结算有限公司",交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金,Undirected,324,,,5
"香港中央结算有限公司",中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF),Undirected,325,,,5
