Source,Target,Weight
长城国融投资管理有限公司,中国银行股份有限公司-景顺长城优选混合型证券投资基金,1
长城国融投资管理有限公司,中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),1
长城国融投资管理有限公司,全国社保基金五零二组合,1
中国银行股份有限公司-景顺长城优选混合型证券投资基金,深圳远致富海七号投资企业(有限合伙),1
中国银行股份有限公司-景顺长城优选混合型证券投资基金,建信基金-杭州银行-浙江浙商转型升级母基金合伙企业(有限合伙),1
中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),深圳远致富海七号投资企业(有限合伙),1
中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),建信基金-杭州银行-浙江浙商转型升级母基金合伙企业(有限合伙),1
全国社保基金五零二组合,深圳远致富海七号投资企业(有限合伙),1
全国社保基金五零二组合,建信基金-杭州银行-浙江浙商转型升级母基金合伙企业(有限合伙),1
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金,兴业国际信托有限公司-兴业信托·比音勒芬1号员工持股集合资金信托计划,1
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金,广东通盈创业投资有限公司,1
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金,渤海国际信托股份有限公司-渤海信托·樟美3号证券投资单一资金信托,1
兴业国际信托有限公司-兴业信托·比音勒芬1号员工持股集合资金信托计划,中国建设银行股份有限公司-华夏优势增长混合型证券投资基金,1
广东通盈创业投资有限公司,中国建设银行股份有限公司-华夏优势增长混合型证券投资基金,1
渤海国际信托股份有限公司-渤海信托·樟美3号证券投资单一资金信托,中国建设银行股份有限公司-华夏优势增长混合型证券投资基金,1
黄山永佳投资有限公司,中央汇金资产管理有限责任公司,1
奥瑞金科技股份有限公司,中央汇金资产管理有限责任公司,1
上海原龙投资控股(集团)有限公司,中央汇金资产管理有限责任公司,1
美佳粉末涂料有限公司,中央汇金资产管理有限责任公司,1
永邦中国投资有限公司,中央汇金资产管理有限责任公司,1
大永真空科技股份有限公司,中央汇金资产管理有限责任公司,1
北京奥瑞金包装容器有限公司,中央汇金资产管理有限责任公司,1
中央汇金资产管理有限责任公司,交通银行股份有限公司-长信量化先锋混合型证券投资基金,1
西藏华西药业集团有限公司,中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,1
西藏康哲企业管理有限公司,中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,1
北京新凤凰城房地产开发有限公司,中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,1
深圳市康哲药业有限公司,中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,1
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,天津康哲医药科技发展有限公司,1
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,中泰证券股份有限公司,1
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,西藏源江创业投资合伙企业(有限合伙),1
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金,西藏自治区生产力促进中心,1
辽渔集团有限公司,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1
辽渔集团有限公司,中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金,1
辽渔集团有限公司,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
山东高速集团有限公司,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1
山东高速集团有限公司,中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金,1
山东高速集团有限公司,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
长江养老保险股份有限公司-长江养老企业员工持股专项集合型团体养老保障管理产品-渤海轮渡,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1
长江养老保险股份有限公司-长江养老企业员工持股专项集合型团体养老保障管理产品-渤海轮渡,中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金,1
长江养老保险股份有限公司-长江养老企业员工持股专项集合型团体养老保障管理产品-渤海轮渡,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
兴业证券股份有限公司,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1
兴业证券股份有限公司,中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金,1
兴业证券股份有限公司,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),1
启迪科技服务有限公司,中国证券金融股份有限公司,1
启迪科技服务有限公司,中国建银投资有限责任公司,1
启迪科技服务有限公司,中国人寿保险(集团)公司-传统-普通保险产品,1
启迪科技服务有限公司,全国社保基金一一七组合,1
启迪科技服务有限公司,中央汇金资产管理有限责任公司,1
桑德集团有限公司,中国证券金融股份有限公司,1
桑德集团有限公司,中国建银投资有限责任公司,1
桑德集团有限公司,中国人寿保险(集团)公司-传统-普通保险产品,1
桑德集团有限公司,全国社保基金一一七组合,1
桑德集团有限公司,中央汇金资产管理有限责任公司,1
清华控股有限公司,中国证券金融股份有限公司,1
清华控股有限公司,中国建银投资有限责任公司,1
清华控股有限公司,中国人寿保险(集团)公司-传统-普通保险产品,1
清华控股有限公司,全国社保基金一一七组合,1
清华控股有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,清控资产管理有限公司,1
中国证券金融股份有限公司,爱尔医疗投资集团有限公司,1
清控资产管理有限公司,中国建银投资有限责任公司,1
清控资产管理有限公司,中国人寿保险(集团)公司-传统-普通保险产品,1
清控资产管理有限公司,全国社保基金一一七组合,1
清控资产管理有限公司,中央汇金资产管理有限责任公司,1
中国建银投资有限责任公司,爱尔医疗投资集团有限公司,1
爱尔医疗投资集团有限公司,中国人寿保险(集团)公司-传统-普通保险产品,1
爱尔医疗投资集团有限公司,全国社保基金一一七组合,1
爱尔医疗投资集团有限公司,中央汇金资产管理有限责任公司,1
海澜集团有限公司,全国社保基金一零二组合,1
海澜集团有限公司,中国证券金融股份有限公司,1
海澜集团有限公司,香港中央结算有限公司,1
荣基国际(香港)有限公司,全国社保基金一零二组合,1
荣基国际(香港)有限公司,中国证券金融股份有限公司,1
荣基国际(香港)有限公司,香港中央结算有限公司,1
深圳市腾讯普和有限合伙企业(有限合伙),全国社保基金一零二组合,1
深圳市腾讯普和有限合伙企业(有限合伙),中国证券金融股份有限公司,1
深圳市腾讯普和有限合伙企业(有限合伙),香港中央结算有限公司,1
江阴恒盛国际贸易有限公司,全国社保基金一零二组合,1
江阴恒盛国际贸易有限公司,中国证券金融股份有限公司,1
江阴恒盛国际贸易有限公司,香港中央结算有限公司,1
国星集团有限公司,全国社保基金一零二组合,1
国星集团有限公司,中国证券金融股份有限公司,1
国星集团有限公司,香港中央结算有限公司,1
全国社保基金一零二组合,江阴市晟汇国际贸易有限公司,1
全国社保基金一零二组合,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,1
中国证券金融股份有限公司,江阴市晟汇国际贸易有限公司,1
中国证券金融股份有限公司,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,1
江阴市晟汇国际贸易有限公司,香港中央结算有限公司,1
香港中央结算有限公司,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,1
中国航空工业集团有限公司,哈尔滨铁路局,1
中国航空工业集团有限公司,共青城羽绒服装创业基地公共服务有限公司,1
中国航空工业集团有限公司,黑龙江虹通运输服务有限责任公司,1
中国航空技术深圳有限公司,哈尔滨铁路局,1
中国航空技术深圳有限公司,共青城羽绒服装创业基地公共服务有限公司,1
中国航空技术深圳有限公司,黑龙江虹通运输服务有限责任公司,1
中国航空技术国际控股有限公司,哈尔滨铁路局,1
中国航空技术国际控股有限公司,共青城羽绒服装创业基地公共服务有限公司,1
中国航空技术国际控股有限公司,黑龙江虹通运输服务有限责任公司,1
中国证券金融股份有限公司,哈尔滨铁路局,1
中国证券金融股份有限公司,共青城羽绒服装创业基地公共服务有限公司,1
中国证券金融股份有限公司,黑龙江虹通运输服务有限责任公司,1
哈尔滨铁路局,香港中央结算有限公司,1
哈尔滨铁路局,中国电子科技集团有限公司,1
哈尔滨铁路局,中央汇金资产管理有限责任公司,1
共青城羽绒服装创业基地公共服务有限公司,香港中央结算有限公司,1
共青城羽绒服装创业基地公共服务有限公司,中国电子科技集团有限公司,1
共青城羽绒服装创业基地公共服务有限公司,中央汇金资产管理有限责任公司,1
香港中央结算有限公司,黑龙江虹通运输服务有限责任公司,1
黑龙江虹通运输服务有限责任公司,中国电子科技集团有限公司,1
黑龙江虹通运输服务有限责任公司,中央汇金资产管理有限责任公司,1
中天科技集团有限公司,中国证券金融股份有限公司,1
中天科技集团有限公司,中央汇金资产管理有限责任公司,1
中国证券金融股份有限公司,长城国泰(舟山)产业并购重组基金合伙企业(有限合伙),1
中国证券金融股份有限公司,北信瑞丰基金-招商银行-华润深国投信托-华润信托·皓熙定增1号集合资金信托计划,1
中国证券金融股份有限公司,融通资本-招商银行-粤财信托-粤财信托-定增宝1号基金集合资金信托计划,1
中国证券金融股份有限公司,平安大华基金-浦发银行-云南国际信托-云信智兴2017-213号单一资金信托,1
中国证券金融股份有限公司,西藏鸿铭投资有限公司,1
中国证券金融股份有限公司,中融基金-平安银行-中融国际信托-中融信托-融耀定增22号单一资金信托,1
中国证券金融股份有限公司,天安人寿保险股份有限公司-传统产品,1
中央汇金资产管理有限责任公司,长城国泰(舟山)产业并购重组基金合伙企业(有限合伙),1
中央汇金资产管理有限责任公司,北信瑞丰基金-招商银行-华润深国投信托-华润信托·皓熙定增1号集合资金信托计划,1
中央汇金资产管理有限责任公司,融通资本-招商银行-粤财信托-粤财信托-定增宝1号基金集合资金信托计划,1
中央汇金资产管理有限责任公司,平安大华基金-浦发银行-云南国际信托-云信智兴2017-213号单一资金信托,1
中央汇金资产管理有限责任公司,西藏鸿铭投资有限公司,1
中央汇金资产管理有限责任公司,中融基金-平安银行-中融国际信托-中融信托-融耀定增22号单一资金信托,1
中央汇金资产管理有限责任公司,天安人寿保险股份有限公司-传统产品,1
深圳市皇庭投资管理有限公司,全国社保基金一零四组合,1
深圳市皇庭产业控股有限公司,全国社保基金一零四组合,1
苏州和瑞九鼎投资中心(有限合伙),全国社保基金一零四组合,1
全国社保基金一零四组合,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划,1
全国社保基金一零二组合,上海旌德投资合伙企业(有限合伙),1
全国社保基金一零二组合,上海民勤投资合伙企业(有限合伙),1
深圳市中洲创业投资有限公司,中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金,1
深圳市中洲创业投资有限公司,中国工商银行股份有限公司-诺安成长混合型证券投资基金,1
深圳市中洲创业投资有限公司,中国工商银行股份有限公司-鹏华消费优选混合型证券投资基金,1
深圳市中洲创业投资有限公司,中国工商银行股份有限公司-南方创新经济灵活配置混合型证券投资基金,1
亚晟发展集团有限公司,中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金,1
亚晟发展集团有限公司,中国工商银行股份有限公司-诺安成长混合型证券投资基金,1
亚晟发展集团有限公司,中国工商银行股份有限公司-鹏华消费优选混合型证券投资基金,1
亚晟发展集团有限公司,中国工商银行股份有限公司-南方创新经济灵活配置混合型证券投资基金,1
深圳市军屯投资企业(有限合伙),中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金,1
深圳市军屯投资企业(有限合伙),中国工商银行股份有限公司-诺安成长混合型证券投资基金,1
深圳市军屯投资企业(有限合伙),中国工商银行股份有限公司-鹏华消费优选混合型证券投资基金,1
深圳市军屯投资企业(有限合伙),中国工商银行股份有限公司-南方创新经济灵活配置混合型证券投资基金,1
斯隆新产品投资有限公司,中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金,1
斯隆新产品投资有限公司,中国工商银行股份有限公司-诺安成长混合型证券投资基金,1
斯隆新产品投资有限公司,中国工商银行股份有限公司-鹏华消费优选混合型证券投资基金,1
斯隆新产品投资有限公司,中国工商银行股份有限公司-南方创新经济灵活配置混合型证券投资基金,1
中国工商银行股份有限公司-南方新优享灵活配置混合型证券投资基金,鹏华基金-兴业银行-鹏华基金-鹏银1号特定多客户资产管理计划,1
中国工商银行股份有限公司-诺安成长混合型证券投资基金,鹏华基金-兴业银行-鹏华基金-鹏银1号特定多客户资产管理计划,1
中国工商银行股份有限公司-鹏华消费优选混合型证券投资基金,鹏华基金-兴业银行-鹏华基金-鹏银1号特定多客户资产管理计划,1
鹏华基金-兴业银行-鹏华基金-鹏银1号特定多客户资产管理计划,中国工商银行股份有限公司-南方创新经济灵活配置混合型证券投资基金,1
珠海投资控股有限公司,中国证券金融股份有限公司,1
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托,中国证券金融股份有限公司,1
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金,中国证券金融股份有限公司,1
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划,中国证券金融股份有限公司,1
铜陵发展投资集团有限公司,中国证券金融股份有限公司,1
广州金融控股集团有限公司,中国证券金融股份有限公司,1
杭州滨创股权投资有限公司,中国证券金融股份有限公司,1
中国证券金融股份有限公司,西安飞机工业(集团)有限责任公司,1
深圳市远望谷信息技术股份有限公司,中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金,1
深圳市远望谷信息技术股份有限公司,中国银行股份有限公司-大成中小盘混合型证券投资基金(LOF),1
深圳市远望谷信息技术股份有限公司,中国工商银行股份有限公司-南方优选价值股票型证券投资基金,1
深圳市远望谷信息技术股份有限公司,中国工商银行股份有限公司-华安逆向策略混合型证券投资基金,1
深圳市远望谷信息技术股份有限公司,中国工商银行-南方隆元产业主题股票型证券投资基金,1
深圳市远望谷信息技术股份有限公司,中国工商银行股份有限公司-农银汇理信息传媒主题股票型证券投资基金,1
深圳市远望谷信息技术股份有限公司,中国建设银行股份有限公司-华安国企改革主题灵活配置混合型证券投资基金,1
中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金,昆仑健康保险股份有限公司-万能保险产品稳健型,1
中国银行股份有限公司-大成中小盘混合型证券投资基金(LOF),昆仑健康保险股份有限公司-万能保险产品稳健型,1
中国工商银行股份有限公司-南方优选价值股票型证券投资基金,昆仑健康保险股份有限公司-万能保险产品稳健型,1
昆仑健康保险股份有限公司-万能保险产品稳健型,中国工商银行股份有限公司-华安逆向策略混合型证券投资基金,1
昆仑健康保险股份有限公司-万能保险产品稳健型,中国工商银行-南方隆元产业主题股票型证券投资基金,1
昆仑健康保险股份有限公司-万能保险产品稳健型,中国工商银行股份有限公司-农银汇理信息传媒主题股票型证券投资基金,1
昆仑健康保险股份有限公司-万能保险产品稳健型,中国建设银行股份有限公司-华安国企改革主题灵活配置混合型证券投资基金,1
西安东盛集团有限公司,全国社保基金一零四组合,1
西安东盛集团有限公司,全国社保基金五零三组合,1
财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划,全国社保基金一零四组合,1
财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划,全国社保基金五零三组合,1
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托,全国社保基金一零四组合,1
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托,全国社保基金五零三组合,1
全国社保基金一零四组合,国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,1
全国社保基金一零四组合,北京东富新投投资管理中心(有限合伙),1
全国社保基金一零四组合,长安国际信托股份有限公司-长安信托-广誉远第二期员工持股集合资金信托计划,1
国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,全国社保基金五零三组合,1
北京东富新投投资管理中心(有限合伙),全国社保基金五零三组合,1
长安国际信托股份有限公司-长安信托-广誉远第二期员工持股集合资金信托计划,全国社保基金五零三组合,1
长安国际信托股份有限公司-长安信托-美晨科技第一期员工持股集合资金信托计划,中国证券金融股份有限公司,1
前海人寿保险股份有限公司-聚富产品,中国证券金融股份有限公司,1
光大证券股份有限公司客户信用交易担保证券账户,中国证券金融股份有限公司,1
前海人寿保险股份有限公司-海利年年,中国证券金融股份有限公司,1
中国证券金融股份有限公司,九泰基金-浦发银行-九泰基金-恒胜新动力分级1号资产管理计划,1
中国证券金融股份有限公司,陕西省国际信托股份有限公司-陕国投·金元宝68号证券投资集合资金信托计划,1
韵升控股集团有限公司,全国社保基金一一四组合,1
韵升控股集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
韵升控股集团有限公司,中国节能减排有限公司,1
宁波乾浩投资有限公司,全国社保基金一一四组合,1
宁波乾浩投资有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
宁波乾浩投资有限公司,中国节能减排有限公司,1
宁波龙象进出口贸易有限公司,全国社保基金一一四组合,1
宁波龙象进出口贸易有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
宁波龙象进出口贸易有限公司,中国节能减排有限公司,1
汇源(香港)有限公司,全国社保基金一一四组合,1
汇源(香港)有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
汇源(香港)有限公司,中国节能减排有限公司,1
全国社保基金一一四组合,上海人寿保险股份有限公司-万能产品1,1
上海人寿保险股份有限公司-万能产品1,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
上海人寿保险股份有限公司-万能产品1,中国节能减排有限公司,1
连云港港口集团有限公司,中国连云港外轮代理有限公司,1
中国连云港外轮代理有限公司,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1
中国连云港外轮代理有限公司,中信建投证券股份有限公司,1
全国社保基金一一三组合,国泰君安君得鑫股票集合资产管理计划,1
中央汇金资产管理有限责任公司,国泰君安君得鑫股票集合资产管理计划,1
国泰君安君得鑫股票集合资产管理计划,香港中央结算有限公司,1
南方希望实业有限公司,中国证券金融股份有限公司,1
南方希望实业有限公司,全国社保基金一零三组合,1
南方希望实业有限公司,中央汇金资产管理有限责任公司,1
南方希望实业有限公司,香港中央结算有限公司,1
新希望集团有限公司,中国证券金融股份有限公司,1
新希望集团有限公司,全国社保基金一零三组合,1
新希望集团有限公司,中央汇金资产管理有限责任公司,1
新希望集团有限公司,香港中央结算有限公司,1
中国证券金融股份有限公司,西藏思壮投资咨询有限公司,1
中国证券金融股份有限公司,西藏善诚投资咨询有限公司,1
中国证券金融股份有限公司,拉萨开发区和之望实业有限公司,1
中国证券金融股份有限公司,成都美好房屋开发有限公司,1
西藏思壮投资咨询有限公司,全国社保基金一零三组合,1
西藏思壮投资咨询有限公司,中央汇金资产管理有限责任公司,1
西藏思壮投资咨询有限公司,香港中央结算有限公司,1
西藏善诚投资咨询有限公司,全国社保基金一零三组合,1
西藏善诚投资咨询有限公司,中央汇金资产管理有限责任公司,1
西藏善诚投资咨询有限公司,香港中央结算有限公司,1
全国社保基金一零三组合,拉萨开发区和之望实业有限公司,1
全国社保基金一零三组合,成都美好房屋开发有限公司,1
拉萨开发区和之望实业有限公司,中央汇金资产管理有限责任公司,1
拉萨开发区和之望实业有限公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,成都美好房屋开发有限公司,1
成都美好房屋开发有限公司,香港中央结算有限公司,1
湖南华菱钢铁集团有限责任公司,香港中央结算有限公司,1
湖南华菱钢铁集团有限责任公司,中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,1
湖南华菱钢铁集团有限责任公司,全国社保基金一零二组合,1
深圳市前海久银投资基金管理有限公司-湖南国企创新私募投资基金,香港中央结算有限公司,1
深圳市前海久银投资基金管理有限公司-湖南国企创新私募投资基金,中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,1
深圳市前海久银投资基金管理有限公司-湖南国企创新私募投资基金,全国社保基金一零二组合,1
香港中央结算有限公司,四川郎信投资有限责任公司,1
香港中央结算有限公司,江阴金汇投资有限公司,1
香港中央结算有限公司,四川峨胜水泥集团股份有限公司,1
香港中央结算有限公司,前海人寿保险股份有限公司-分红保险产品华泰组合,1
四川郎信投资有限责任公司,中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,1
四川郎信投资有限责任公司,全国社保基金一零二组合,1
中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,江阴金汇投资有限公司,1
中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,四川峨胜水泥集团股份有限公司,1
中国农业银行股份有限公司-安信比较优势灵活配置混合型证券投资基金,前海人寿保险股份有限公司-分红保险产品华泰组合,1
江阴金汇投资有限公司,全国社保基金一零二组合,1
四川峨胜水泥集团股份有限公司,全国社保基金一零二组合,1
前海人寿保险股份有限公司-分红保险产品华泰组合,全国社保基金一零二组合,1
苏州正和投资有限公司,中国证券金融股份有限公司,1
苏州正和投资有限公司,中国工商银行-易方达价值成长混合型证券投资基金,1
苏州正和投资有限公司,中央汇金资产管理有限责任公司,1
苏州正和投资有限公司,全国社保基金一零九组合,1
通泰(香港)有限公司,中国证券金融股份有限公司,1
通泰(香港)有限公司,中国工商银行-易方达价值成长混合型证券投资基金,1
通泰(香港)有限公司,中央汇金资产管理有限责任公司,1
通泰(香港)有限公司,全国社保基金一零九组合,1
中国证券金融股份有限公司,苏州纽威阀门股份有限公司-第一期员工持股计划,1
中国工商银行-易方达价值成长混合型证券投资基金,苏州纽威阀门股份有限公司-第一期员工持股计划,1
中央汇金资产管理有限责任公司,苏州纽威阀门股份有限公司-第一期员工持股计划,1
苏州纽威阀门股份有限公司-第一期员工持股计划,全国社保基金一零九组合,1
云南云内动力集团有限公司,中国证券金融股份有限公司,1
云南云内动力集团有限公司,中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,1
云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划,中国证券金融股份有限公司,1
云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划,中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,1
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划,中国证券金融股份有限公司,1
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划,中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,1
安徽中安资本投资基金有限公司,中国证券金融股份有限公司,1
安徽中安资本投资基金有限公司,中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,1
中国证券金融股份有限公司,国信证券股份有限公司,1
中国证券金融股份有限公司,兴业财富资产-兴业银行-上海兴瀚资产管理有限公司,1
中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,国信证券股份有限公司,1
中国工商银行股份有限公司-银华鑫盛定增灵活配置混合型证券投资基金,兴业财富资产-兴业银行-上海兴瀚资产管理有限公司,1
上海大众公用事业(集团)股份有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
上海大众公用事业(集团)股份有限公司,中央汇金资产管理有限责任公司,1
深圳市通产集团有限公司,中国长城资产管理股份有限公司,1
深圳市通产集团有限公司,中央汇金资产管理有限责任公司,1
深圳市通产集团有限公司,中国工商银行股份有限公司-南方大数据100指数证券投资基金,1
中国长城资产管理股份有限公司,石河子丽源祥股权投资有限公司,1
中央汇金资产管理有限责任公司,石河子丽源祥股权投资有限公司,1
中国工商银行股份有限公司-南方大数据100指数证券投资基金,石河子丽源祥股权投资有限公司,1
京合都(东莞)股权投资管理有限公司,中国银河证券股份有限公司,1
京合都(东莞)股权投资管理有限公司,全国社保基金一零四组合,1
新昌县昌欣投资发展有限公司,中央汇金资产管理有限责任公司,1
新昌县昌欣投资发展有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
新昌县昌欣投资发展有限公司,香港中央结算有限公司,1
国投高科技投资有限公司,中央汇金资产管理有限责任公司,1
国投高科技投资有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
国投高科技投资有限公司,香港中央结算有限公司,1
中央汇金资产管理有限责任公司,仙居县国有资产投资集团有限公司,1
中央汇金资产管理有限责任公司,浙江省国际贸易集团有限公司,1
中央汇金资产管理有限责任公司,北京双清世纪物业管理有限公司,1
仙居县国有资产投资集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
仙居县国有资产投资集团有限公司,香港中央结算有限公司,1
浙江省国际贸易集团有限公司,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1
浙江省国际贸易集团有限公司,香港中央结算有限公司,1
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,北京双清世纪物业管理有限公司,1
香港中央结算有限公司,北京双清世纪物业管理有限公司,1
安徽出版集团有限责任公司,中央汇金资产管理有限责任公司,1
安徽出版集团有限责任公司,中国科学院合肥物质科学研究院,1
安徽出版集团有限责任公司,香港中央结算有限公司,1
安徽出版集团有限责任公司,中国证券金融股份有限公司,1
中科大资产经营有限责任公司,中央汇金资产管理有限责任公司,1
中科大资产经营有限责任公司,中国科学院合肥物质科学研究院,1
